"Olympics","Country","Medal","Event","Athlete","Record"
"Sapporo 1972","Finland","Silver","5km","Marjatta KAJOSMAA",""
"Sapporo 1972","USSR","Gold","5km","Galina KULAKOVA",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","individual","Karl-Heinz LUCK",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Gold","individual","Ulrich WEHLING",""
"Sapporo 1972","Finland","Silver","individual","Rauno MIETTINEN",""
"Sapporo 1972","Sweden","Bronze","1500m men","Göran CLAESSON",""
"Sapporo 1972","Netherlands","Gold","1500m men","Ard SCHENK",""
"Sapporo 1972","Norway","Silver","1500m men","Roar GRÖNVOLD",""
"Sapporo 1972","Netherlands","Bronze","1500m women","Atje DEELSTRA",""
"Sapporo 1972","United States of America","Gold","1500m women","Dianne HOLUM",""
"Sapporo 1972","Netherlands","Silver","1500m women","Christina KAISER",""
"Sapporo 1972","Switzerland","Gold","downhill women","Marie-Theres NADIG",""
"Sapporo 1972","United States of America","Bronze","downhill women","Susan CORROCK",""
"Sapporo 1972","Austria","Silver","downhill women","Annemarie MOSER-PROLL",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Silver","20km men","H-Joerg KNAUTHE",""
"Sapporo 1972","Sweden","Bronze","20km men","Lars-Göran ARWIDSON",""
"Sapporo 1972","Norway","Gold","20km men","Magnar SOLBERG",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","ice hockey",""
"Sapporo 1972","USSR","Gold","ice hockey men","ice hockey",""
"Sapporo 1972","United States of America","Silver","ice hockey men","ice hockey",""
"Sapporo 1972","USSR","Gold","ice hockey men","Vladislav TRETYAK",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Michael CURRAN",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Peter SEARS",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Charles Erwin BROWN",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Thomas MELLOR",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Franklynn SANDERS",""
"Sapporo 1972","United States of America","Silver","ice hockey men","James MCELMURY",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Richard MCGLYNN",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Walter OLDS",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Kevin Joseph AHEARN",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Stuart IRVING",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Mark HOWE",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Henry BOUCHA",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Keith CHRISTIANSEN",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Robbie FTOREK",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Ronald NÄSLUND",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Craig SARNER",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Timothy SHEEHY",""
"Sapporo 1972","United States of America","Silver","ice hockey men","Jeffrey HYMANSON",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Vladimir DZURILLA",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Jiri HOLECEK",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Karel VOHRALIK",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Josef HORESOVSKY",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Oldrich MACHAC",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Vladimir BEDNAR",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Rudolf TAJCNAR",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Josef CERNY",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Jiri HOLIK",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Frantisek POSPISIL",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Bohuslav STASTNY",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Richard FARDA",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Ivan HLINKA",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Vaclav NEDOMANSKY",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Jiri KOCHTA",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Vladimir MARTINEC",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Eduard NOVAK",""
"Sapporo 1972","Czechoslovakia","Bronze","ice hockey men","Jaroslav HOLIK",""
"Sapporo 1972","USSR","Gold","ice hockey men","Yuri BLINOV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Vitali DAVIDOV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Anatoli FIRSOV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Valery KHARLAMOV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Viktor KOUSKINE",""
"Sapporo 1972","USSR","Gold","ice hockey men","Vladimir LUTCHENKO",""
"Sapporo 1972","USSR","Gold","ice hockey men","Aleksandr MALTSEV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Boris MIKHAYLOV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Evgeni MISHAKOV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Aleksandr PACHKOV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Vladimir PETROV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Aleksandr RAGULIN",""
"Sapporo 1972","USSR","Gold","ice hockey men","Igor ROMICHEVSKY",""
"Sapporo 1972","USSR","Gold","ice hockey men","Vladimir SHADRIN",""
"Sapporo 1972","USSR","Gold","ice hockey men","Gennady TSYGANKOV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Valery VASILYEV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Vladimir VIKULOV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Aleksandr YAKUSHEV",""
"Sapporo 1972","USSR","Gold","ice hockey men","Evgeni ZIMIN",""
"Sapporo 1972","Netherlands","Gold","10000m men","Ard SCHENK",""
"Sapporo 1972","Norway","Bronze","10000m men","Sten STENSEN",""
"Sapporo 1972","Netherlands","Silver","10000m men","Cornelis VERKERK",""
"Sapporo 1972","United States of America","Bronze","individual women","Janet LYNN",""
"Sapporo 1972","Canada","Silver","individual women","Karen MAGNUSSEN",""
"Sapporo 1972","Austria","Gold","individual women","Beatrix SCHUBA",""
"Sapporo 1972","Finland","Bronze","10km women","Marjatta KAJOSMAA",""
"Sapporo 1972","USSR","Silver","10km women","Alevtina OLYUNINA",""
"Sapporo 1972","USSR","Gold","10km women","Galina KULAKOVA",""
"Sapporo 1972","United States of America","Gold","500m women","Anne HENNING",""
"Sapporo 1972","USSR","Silver","500m women","Vera KRASNOVA",""
"Sapporo 1972","USSR","Bronze","500m women","Lyudmila TITOVA",""
"Sapporo 1972","Norway","Silver","50km","Magne MYRMO",""
"Sapporo 1972","Norway","Gold","50km","Paal TYLDUM",""
"Sapporo 1972","USSR","Bronze","50km","Vyacheslav VEDENIN",""
"Sapporo 1972","United States of America","Bronze","1000m women","Anne HENNING",""
"Sapporo 1972","Netherlands","Silver","1000m women","Atje DEELSTRA",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Gold","1000m women","Monika HOLZNER-GAWENUS",""
"Sapporo 1972","Austria","Silver","giant slalom women","Annemarie MOSER-PROLL",""
"Sapporo 1972","Austria","Bronze","giant slalom women","Wiltrud DREXEL",""
"Sapporo 1972","Switzerland","Gold","giant slalom women","Marie-Theres NADIG",""
"Sapporo 1972","USSR","Gold","3x5km relay","3x5km relay",""
"Sapporo 1972","Norway","Bronze","3x5km relay","3x5km relay",""
"Sapporo 1972","Finland","Silver","3x5km relay","3x5km relay",""
"Sapporo 1972","USSR","Gold","3x5km relay","Lubov MUKHACHEVA",""
"Sapporo 1972","USSR","Gold","3x5km relay","Alevtina OLYUNINA",""
"Sapporo 1972","USSR","Gold","3x5km relay","Galina KULAKOVA",""
"Sapporo 1972","Finland","Silver","3x5km relay","Helena TAKALO",""
"Sapporo 1972","Finland","Silver","3x5km relay","Hilkka RIIHIVUORI",""
"Sapporo 1972","Finland","Silver","3x5km relay","Marjatta KAJOSMAA",""
"Sapporo 1972","Norway","Bronze","3x5km relay","Inger AUFLES",""
"Sapporo 1972","Norway","Bronze","3x5km relay","Aslaug DAHL",""
"Sapporo 1972","Norway","Bronze","3x5km relay","Berit MÖRDRE",""
"Sapporo 1972","Netherlands","Gold","5000m men","Ard SCHENK",""
"Sapporo 1972","Norway","Silver","5000m men","Roar GRÖNVOLD",""
"Sapporo 1972","Norway","Bronze","5000m men","Sten STENSEN",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","singles women","Margit SCHUMANN",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Gold","singles women","Anna-Maria MÜLLER",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Silver","singles women","Ute RÜHROLD",""
"Sapporo 1972","Switzerland","Bronze","two-man men","HUBACHER, Edy / WICKI, Jean",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Silver","two-man men","BADER, Pepi / FLOTH, Horst",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Gold","two-man men","UTZSCHNEIDER, Peter / ZIMMERER, Wolfgang",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Gold","two-man men","Wolfgang ZIMMERER",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Gold","two-man men","Peter UTZSCHNEIDER",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Silver","two-man men","Horst FLOTH",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Silver","two-man men","Pepi BADER",""
"Sapporo 1972","Switzerland","Bronze","two-man men","Jean WICKI",""
"Sapporo 1972","Switzerland","Bronze","two-man men","Edy HUBACHER",""
"Sapporo 1972","Switzerland","Bronze","giant slalom men","Werner MATTLE",""
"Sapporo 1972","Switzerland","Silver","giant slalom men","Edmund BRUGGMANN",""
"Sapporo 1972","Italy","Gold","giant slalom men","Gustavo THÖNI",""
"Sapporo 1972","Japan","Silver","K90 individual (70m) men","Akitsugu KONNO",""
"Sapporo 1972","Japan","Bronze","K90 individual (70m) men","Seiji AOCHI",""
"Sapporo 1972","Japan","Gold","K90 individual (70m) men","Yukio KASAYA",""
"Sapporo 1972","Italy","Silver","slalom men","Gustavo THÖNI",""
"Sapporo 1972","Spain","Gold","slalom men","Francisco FERNANDEZ OCHOA",""
"Sapporo 1972","Italy","Bronze","slalom men","Rolando THÖNI",""
"Sapporo 1972","USSR","Gold","4x10km relay men","4x10km relay",""
"Sapporo 1972","Norway","Silver","4x10km relay men","4x10km relay",""
"Sapporo 1972","Switzerland","Bronze","4x10km relay men","4x10km relay",""
"Sapporo 1972","USSR","Gold","4x10km relay men","Vladimir VORONKOV",""
"Sapporo 1972","USSR","Gold","4x10km relay men","Yuri SKOBOV",""
"Sapporo 1972","USSR","Gold","4x10km relay men","Fyodor SIMASHEV",""
"Sapporo 1972","USSR","Gold","4x10km relay men","Vyacheslav VEDENIN",""
"Sapporo 1972","Norway","Silver","4x10km relay men","Oddvar BRAA",""
"Sapporo 1972","Norway","Silver","4x10km relay men","Paal TYLDUM",""
"Sapporo 1972","Norway","Silver","4x10km relay men","Ivar FORMO",""
"Sapporo 1972","Norway","Silver","4x10km relay men","Johs HARVIKEN",""
"Sapporo 1972","Switzerland","Bronze","4x10km relay men","Alfred KÄLIN",""
"Sapporo 1972","Switzerland","Bronze","4x10km relay men","Albert GIGER",""
"Sapporo 1972","Switzerland","Bronze","4x10km relay men","Alois KÄLIN",""
"Sapporo 1972","Switzerland","Bronze","4x10km relay men","Eduard HAUSER",""
"Sapporo 1972","Netherlands","Bronze","3000m women","Atje DEELSTRA",""
"Sapporo 1972","United States of America","Silver","3000m women","Dianne HOLUM",""
"Sapporo 1972","Netherlands","Gold","3000m women","Christina KAISER",""
"Sapporo 1972","USSR","Bronze","500m men","Valery MURATOV",""
"Sapporo 1972","Sweden","Silver","500m men","Hasse BÖRJES",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Gold","500m men","Erhard KELLER",""
"Sapporo 1972","Norway","Bronze","15km  men","Ivar FORMO",""
"Sapporo 1972","USSR","Silver","15km  men","Fyodor SIMASHEV",""
"Sapporo 1972","Sweden","Gold","15km  men","Sven-Aake LUNDBÄCK",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Gold","singles men","Wolfgang SCHEIDEL",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","singles men","Wolfram FIEDLER",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Silver","singles men","Harald EHRIG",""
"Sapporo 1972","United States of America","Gold","slalom women","Barbara COCHRAN",""
"Sapporo 1972","France","Bronze","slalom women","Florence STEURER",""
"Sapporo 1972","France","Silver","slalom women","Danièle DEBERNARD",""
"Sapporo 1972","Switzerland","Gold","four-man men","four-man  01",""
"Sapporo 1972","Italy","Silver","four-man men","four-man  01",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Bronze","four-man men","four-man 01",""
"Sapporo 1972","Switzerland","Gold","four-man men","Jean WICKI",""
"Sapporo 1972","Switzerland","Gold","four-man men","Edy HUBACHER",""
"Sapporo 1972","Switzerland","Gold","four-man men","Hans LEUTENEGGER",""
"Sapporo 1972","Switzerland","Gold","four-man men","Werner CAMICHEL",""
"Sapporo 1972","Italy","Silver","four-man men","Nevio DE ZORDO",""
"Sapporo 1972","Italy","Silver","four-man men","Gianni BONICHON",""
"Sapporo 1972","Italy","Silver","four-man men","Adriano FRASSINELLI",""
"Sapporo 1972","Italy","Silver","four-man men","Corrado DAL FABBRO",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Bronze","four-man men","Wolfgang ZIMMERER",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Bronze","four-man men","Peter UTZSCHNEIDER",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Bronze","four-man men","Stefan GAISREITER",""
"Sapporo 1972","Federal Republic of Germany (1950-1990, ""GER"" since) ","Bronze","four-man men","Walter STEINBAUER",""
"Sapporo 1972","Switzerland","Gold","downhill men","Bernhard RUSSI",""
"Sapporo 1972","Switzerland","Silver","downhill men","Roland COLLOMBIN",""
"Sapporo 1972","Austria","Bronze","downhill men","Heinrich MESSNER",""
"Sapporo 1972","USSR","Gold","30km mass start","Vyacheslav VEDENIN",""
"Sapporo 1972","Norway","Silver","30km mass start","Paal TYLDUM",""
"Sapporo 1972","Norway","Bronze","30km mass start","Johs HARVIKEN",""
"Sapporo 1972","Czechoslovakia","Gold","individual men","Ondrej NEPELA",""
"Sapporo 1972","France","Bronze","individual men","Patrick PERA",""
"Sapporo 1972","USSR","Silver","individual men","Sergey CHETVERUKHIN",""
"Sapporo 1972","Italy","Gold","doubles ","HILDGARTNER, Paul / PLAIKNER, Walter",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Gold","doubles ","BREDOW, Reinhard / HÖRNLEIN, Horst",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","doubles ","BONSACK, Klaus / FIEDLER, Wolfram",""
"Sapporo 1972","Italy","Gold","doubles ","Paul HILDGARTNER",""
"Sapporo 1972","Italy","Gold","doubles ","Walter PLAIKNER",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Gold","doubles ","Horst HÖRNLEIN",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Gold","doubles ","Reinhard BREDOW",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","doubles ","Klaus BONSACK",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","doubles ","Wolfram FIEDLER",""
"Sapporo 1972","USSR","Gold","pairs mixed","ULANOV, Aleksey / RODNINA, Irina",""
"Sapporo 1972","USSR","Silver","pairs mixed","SMIRNOVA, Lyudmila / SURAYKIN, Andrey",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","pairs mixed","GROSS, Manuela / KAGELMANN, Uwe",""
"Sapporo 1972","USSR","Gold","pairs mixed","Irina RODNINA",""
"Sapporo 1972","USSR","Gold","pairs mixed","Aleksey ULANOV",""
"Sapporo 1972","USSR","Silver","pairs mixed","Lyudmila SMIRNOVA",""
"Sapporo 1972","USSR","Silver","pairs mixed","Andrey SURAYKIN",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","pairs mixed","Manuela GROSS",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","pairs mixed","Uwe KAGELMANN",""
"Sapporo 1972","USSR","Gold","4x7.5km relay men","4x7.5km relay",""
"Sapporo 1972","Finland","Silver","4x7.5km relay men","4x7.5km relay",""
"Sapporo 1972","USSR","Gold","4x7.5km relay men","Aleksandr TIKHONOV",""
"Sapporo 1972","USSR","Gold","4x7.5km relay men","Rinnat SAFINE",""
"Sapporo 1972","USSR","Gold","4x7.5km relay men","Ivan BIAKOV",""
"Sapporo 1972","USSR","Gold","4x7.5km relay men","Viktor MAMATOV",""
"Sapporo 1972","Finland","Silver","4x7.5km relay men","Esko SAIRA",""
"Sapporo 1972","Finland","Silver","4x7.5km relay men","Juhani SUUTARINEN",""
"Sapporo 1972","Finland","Silver","4x7.5km relay men","Heikki IKOLA",""
"Sapporo 1972","Finland","Silver","4x7.5km relay men","Mauri RÖPPÄNEN",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","4x7.5km relay men","4x7.5km relay",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","4x7.5km relay men","H-Joerg KNAUTHE",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","4x7.5km relay men","Joachim MEISCHNER",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","4x7.5km relay men","Dieter SPEER",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","4x7.5km relay men","Horst KOSCHKA",""
"Sapporo 1972","Poland","Gold","K120 individual (90m) men","Wojciech FORTUNA",""
"Sapporo 1972","German Democratic Republic ((1955-1990) ","Bronze","K120 individual (90m) men","Rainer SCHMIDT",""
"Sapporo 1972","Switzerland","Silver","K120 individual (90m) men","Walter STEINER",""
"Innsbruck 1976","Norway","Silver","10000m men","Sten STENSEN",""
"Innsbruck 1976","Netherlands","Gold","10000m men","Piet KLEINE",""
"Innsbruck 1976","Netherlands","Bronze","10000m men","Hans VAN HELDEN",""
"Innsbruck 1976","Italy","Silver","slalom women","Claudia GIORDANI",""
"Innsbruck 1976","Liechtenstein","Bronze","slalom women","Hanni WENZEL",""
"Innsbruck 1976","Federal Republic of Germany (1950-1990, ""GER"" since) ","Gold","slalom women","Rosi MITTERMAIER",""
"Innsbruck 1976","USSR","Gold","pairs mixed","RODNINA, Irina / ZAYTSEV, Aleksandr",""
"Innsbruck 1976","German Democratic Republic ((1955-1990) ","Silver","pairs mixed","ÖSTERREICH, Rolf / KERMER, Romy",""
"Innsbruck 1976","German Democratic Republic ((1955-1990) ","Bronze","pairs mixed","GROSS, Manuela / KAGELMANN, Uwe",""
"Innsbruck 1976","USSR","Gold","pairs mixed","Irina RODNINA",""
"Innsbruck 1976","USSR","Gold","pairs mixed","Aleksandr ZAYTSEV",""
"Innsbruck 1976","German Democratic Republic ((1955-1990) ","Silver","pairs mixed","Romy KERMER",""
